siret,fournisseur
85328390100017,ARNAUD
48832023500010,EARL LA FERME DE L'HERBEPINE
37946730100014,GAEC CLAPON
91394810500014,LA RIVIERE DES PAINS
40134697800018,MAG PRIM
44936582400019,FEYLER BENOIT
79104632900011,FERME DE CHATENOY
78685046100025,LES VIANDES DU LYS
42910884800012,SAS DE LA MARDELLE AUX LOUPS
82169928700016,EXPLOITATION AGRICOLE A RESPONSABILITE LIMITEE DE L'ABONDANCE
81972702500010,MAISON LAFAYE
40445428200017,SCEA COULOMBEL VOLAILLES
35194101800027,SOCIETE NOUVELLE UTP
43910914100028,CORMAREE
91204727100016,TERRES DE SOURCES
87757625600011,HUCLO 
71552078900069,CEDAC CENTRE DISTRIBUTEUR ALIMENTAIRE CASTRAIS
42051074500011,EURL PIERRE FABRES
91119634300014,AUX PTITS FROMTONS
51160186600029,CAP FOCEAN
51932876900038,LES MOULINS DE LA CATALOGNE
44968634400036,OCCITERROIR
38916487200019,LES LEGUMES DU PIGEONNIER - S.C.E.A. DE LA BARTELLE
41303632800016,SERVI-OEUFS
89473234600016,AGRIAGORA (ATYPIQUE)
40855556300035,LE PAIN DE BELLEDONNE
81302405600026,GRAINES DE CREATEURS
80464273400037,ICI&LA
85072649800056,KEDELAI
79473580300015,LA FROMAGERIE GONCOURT
83182232500021,LA LAITERIE DE PARIS
82789514500023,NORMANDOISE
75283983700024,EARL LE BIO GARDIN
32020359900016,LES VIANDES DU CHATEAUNEUF
43392733200265,TRANSGOURMET - CENTRE - EST
31048520600026,PARIS STORE
79110452400024,QUART DE LAIT
35286749300137,RELAIS VERT
84817841400027,MAR MEAT
79146520600021,SAVOUREZ BIO
50844865100051,TERROIRS D'AVENIR
90326113900013,EVP
53078818100010,DIDIER ROUSTAN
81491132700017,AGRIVIVA PRODUCTION
34412654500013,CREMERIE DU FAUBOURG
80036385500019,GAEC DE L EBES
41725069300047,PRODUCTEURS REUNIS
40246802900077,BOUL PAT SERVICE
43392733200729,TRANSGOURMET - IDF - VALENTON
81026900100014,LE FOURNIL DE ROBIN DES BOIS
43908315500010,BOULANGERIE CLOCHEAU
51932876900087,LES MOULINS DE LA CATALOGNE
42987514900057,MERISANT FRANCE SAS
78008803500024,OCCITANE FRUITS
94809263000011,FRANAUD
33816845300029,RAMON JEAN
41935924500034,BAUGUIL SEBASTIEN
40233731500038,BOUCHERIE CHARCUTERIE BAREIL
81246789200012,L'ENTRE 2 COTES
35173221900016,THIERRY BEURON SAS
79920950700018,LA FABRIQUE DU SUD
40439590700011,EARL MOUNDY
53218502200045,LE FOURNIL DE FIONA
83063990200022,MAXICOFFEE
71652081200034,MAISON RAYMOND S A
38359406600011,CHARCUTERIE ANTOINE
44500435100018,DELRIEU DOMINIQUE
43787647700021,EURL EUROFRUIT
34026234400047,BOUCHERIE SALTEL
49906261000013,LE FOURNIL D'ARNAUD
53947254800012,FROMAGERS DE LOZERE
39198256800019,MOULIN DE LA VERNEDE
81540805900013,DELCROS GUILLAUME
79975531900024,TSABALAS ALEXIS (L ECUREUIL)
48435256200025,ASSOCIATION APPUI
43527095400017,RIGAILL JC
34199813600012,SARL LES VIGNERONS GRUISSANAIS
31904927600078,GUASCH & FILS
79345265700018,GAUBERT SEBASTIEN
84899397800016,HUERTAS SYLVAIN
50907948900027,JEUDY ANTOINE
38980430300011,DISTRIBUTION ALIMENTAIRE DE LA CHAPELLE
50538986600029,HYGIE PROFESSIONNEL
82761216900017,NOMIE
89044069600015,VIF TRANSPORT & LOGISTIQUE
35065306900020,CHAROLLAIS VIANDES
32282883100022,JP THEVENET
95143665800011,DES SABLIERES
80274169400011,BOULANGERIE HONORE
81978801900019,CROIX DE VIE MAREE
42370097000068,NUTRISENS FRANCE
79394406700016,ORSONNEAU
41901583900014,ETS JOUBERT PHILIPPE
84199317300019,LES PRIMEURS MONTOIS
47948494100022,SARL LES RIVIERES
45012154600011,SAVIC-FRESLON
92181742500017,LA PACAUDINE (ALP-ROUSSE)
54715039100035,DESLANDES
40968730800018,CAROFF
38787742600016,COURTEFI (INTERMARCHE)
58288022500013,HUGUIER FRERES
43392733200208,TRANSGOURMET - IDF - WISSOUS
48236713300030,LUCTOM (AU PETIT CHARLOT)
53276482600030,FROMAGERIE POUILLOT
40388188100029,TERRE ADELICE
75156329700025,TROUPEOU
37907222600028,FERME DE PRACOUTEL
50201528200028,MATHON REMY (FERME SPITTEL MATHON)
53480639300037,ASSOCIATION AGRI COURT
91215690800010,GAEC LOIC DURIF
51212229200018,RAILLON LUDOVIC (LA POULE DES TROIS BECS)
99722010800010,SARL HORTAIL ET COMPAGNIE SE
84843944400011,BOYER FREDERIC (LA MICHE VAGABONDE)
34907864200023,LA PERLE GRUISSANAISE
89875650700015,AU CROUSTET DORE
50410830900015,SOMEVAL
41251270900038,BERNARD
48195549000059,DOMI PAIN (BOULANGERIE D'AURELIE)
51419245900022,MAGANE (INTERMARCHE)
38776192700012,ELDIS ELAUDIS
78008462000027,CAMVA COOP ARTISANAL METIERS VIANDE DE L'AUDE
45005915900019,BOUCHERIE IZARD
84782457000018,GAEC LE BOILEAU
79048818300027,REZZOUG SARAH (ROULE POULETTE)
33239124200010,SCEA LA GORERE
75253078200016,EARL DE LA GRANDE METAIRIE
53998904600013,SARL EN PAMIOS
30435276800036,RMSDISTRIBUTION - CARREFOUR
89897011600015,MON VOISIN
77555569100309,AFDAIM-ADAPEI 11
41096140300020,FORMONT
31559705400032,PRIM APPRO
85354512700013,NE D'UNE SEULE FERME (J'ACHÈTE FERMIER)
40936144100010,TERRIER MICHEL
52100725200013,BERGERIE DE RIF CLAR
5750464900013,MINOTERIE DU TRIEVES CORREARD ET FILS
95308445600011,DECOTTE TRACY (LA COLLINE AUX OISEAUX)
91136575700010,FERME DU SAMBEC
35197165000012,FABRE SYLVIE (AU PETIT MARCHE)
35194101800019,SOCIETE NOUVELLE UTP
44816243800015,ALP-ROUSSE
38237475900027,BIOPORC LA NATURE LA SAVEUR
87999288100018,LICLOMI (PROMOCASH)
81199126400011,LE PETRIN DE SAINT-PIERRE
50825429900037,SN OUEST BOISSONS
41135055600014,DAVID PIERRICK
31587144200010,BRULERIE D ALRE
89016030200018,VAGUES ET VINS
30236519200020,SANFRE (INTERMARCHE)
43392733200448,TRANSGOURMET - MEDITERRANNEE
88892573200024,MARTIN MIKAEL
79220434900015,BRASSERIE DE LA PRESQU'ILE DE QUIBERON
41079160200031,LAUZE BOISSONS
49936361200023,BOUCHERIE CHARCUTERIE DE LA VALLEE
81996809000038,MARCHE D'INTERET LOCAL DU PERCHE
49775447300013,EARL DE LA PERCHERIE
91373301000023,QUIBRONX
85114275200019,RONCIN-THIELIN (BOUCHERIE LES 2 GROS)
81219256500016,L'ECHOPPE AUX DOUCEURS
98132388400016,L'ETALE
33361188700097,ASSOCIATION LE RELAIS
81878473800010,LES DELICES D'ORVAL
40888964000012,AMANDIS (INTERMARCHE)
79309572000017,LES 13 BLES
90503073000014,BIGARD ANAIS (LES JARDINS DU GRAND CHÊNE) 
88950344700019,GROUPEMENT D'EMPLOYEURS DE LA FERME DES GIRAULTS
58372064400017,L.H.T. LAITERIES H. TRIBALLAT
32917541800014,FROMAGERIE D ORVAL
42205594700028,BLANC EMMANUELLE (L'ECU DE FONTELIN)
34465381100010,SCEA DE LA BERGERIE
82336114200016,DE VREESE MAXIME (LES SUCHAUTS)
84081165700021,LICHON HELENE (LE PETIT CHATELIER)
35292701600019,GAEC DE LA BOURGEOISIE
35288794700021,SARL FLEURS DE PETRIN
32757290500013,EARL DE MAISON ROUGE
80821256700065,GUIREAUD (POISCAILLE)
97957251800012,BROSSAT (LA HALLE AUX POISSONS)
83313354900018,LES GRAINES DE LOUISE
42385073400025,GAEC HOFSTEDE
82905534200010,BERRY GRAINES (SA MAJESTÉ LA GRAINE)
83283551600010,LES GOURMANDES BIO
82292733100014,SCEA LA FERME DE CHATEAU FER
84250418500021,PASSION CONFISERIE (COCORIPOP)
81253520100014,FLOQUET SANDIE
34194996400017,HUILERIE VIGEAN
80033237100015,HUILERIE D'AURON
78985778600022,ANDRIAU CLEMENT
40407802400019,PATES FABRE
39166051100018,EARL DE L'ETANG
75014265500018,EARL LA FERME DE CHAILLET
38429267800016,GROUPEMENT AGRICOLE D'EXPLOITATION EN COMMUN RECONNU DES HAIES
93635002400019,SICABA
51290638900014,EARL DE LA RABIERE
42866399100027,RIBAUDEAU ANDRE
49944629200041,GILLES GUILLARD
71920180800057,SALAISON BIO VALEUR
34765060800016,MONFORT
43396359200038,LE COMPTOIR DES VIANDES BIO
41980592400018,EARL DE LA CHUPLINAIS
32167468100010,GAEC DU PRESSOIR
33436501200015,GAEC DE LA PINAIS
43798894200011,GAEC DUGUEPEROUX (Le Vivier des Saveurs)
84076631500013,MAM'ZELLE CHOCO
81038081600019,YVES ALAIN COMPTE (Le Champ Gallo)
37990809800013,EARL DE L AUBEPINE
83862902000010,JEAN-LUC BARBÉ
79262243300011,GAEC LA FERME DE MEUL'N
53268674800023,JEAN-YVES ROUMP
53915839400012,FABRICE RUELLAND (Porc en direct Brocéliande)
83865529800019,LA POULANIERE
48789020400018,LA MAISON DE LA GALETTE
88039829200016,PAVISSE ROMAN (LA CHEVRERIE DES HUPPES)
88908808400013,CHOCOLATERIE CHRISTOPHE HENNINGER (CHOCOLATERIE BATAILLE)
43392733200661,TRANSGOURMET - MIDI - PYRÉNEES
43392733200737,TRANSGOURMET - OPERATIONS (CASTELNAU-D'ESTRÉTEFONDS)
43392733200141,TRANSGOURMET - OPERATIONS GAP
43392733200638,TRANSGOURMET - OPERATIONS VELLE
43392733200653,TRANSGOURMET - OUEST
80410941100012,LES PANIERS DE L'AULNE
44864894900049,FACHON GREGORY (AU MARAIS SAGE)
90138240800010,LA COMPAGNIE FERMENTEE
44484656200015,GAEC FERME DE LA BERTRIE
41111865600015,GAEC DES FERRIERES
50083576400027,HERY GUILLAUME
51939619600023,MONSIEUR SIMON LUZUY
77960128500017,EARL LE GRAND CHAMP
94938242800017,DEBAUCHE LIDWINE (LA FERME ESPÉRANCE)
52516819100019,WB HOOGTERP
69365036800022,VOLAILLES ADRIEN LABROUCHE
89051209800017,LES PETITES L'OUCHES
34021561500022,LES MAGASINS DE LA PASSION
50805871600038,AU PAYS NORMAND
49371828200012,ROCHER VALENTIN
53382330800028,LES P'TITES DOUCEURS
48839969200034,D'IDUNN
41012098400019,GAEC BIO DES LYRE
82154411100015,GAEC FERME SAINT AUBINOISE
91781826200011,FERME DE LA CHAPELLE BRESTOT
91740824700026,BROKO
33881766100014,EARL DU HOUGUET
91292002200015,GAEC LA GRANDE ALLEE
82945530200036,ATELIER POTPOTE
84755241100013,SCEA LA FERME D'ULTERIA
85373229500011,SAINTE MARIE
84384853200019,ASS LES FERMIERS DU MARAIS POITEVIN
80931576500010,MOCQUILLON
89900990600012,ESPRIT NOIX
98353933900017,FERME DE BELCHAMP
88862432700027,A LA TABLE DE DIANE
75343196400026,ALLAIN JEROME (LES COCOTTES DE LA BRUCHE)
85002892900014,GATIEN JEROME (AUX PETITS OIGNONS)
89413570600014,LABIO GOURMAND
98429298700018,GROUPEMENT AGRICOLE D'EXPLOITATION EN COMMUN L'ARCHE DE LEZE
33378497300013,DU BLANC VERGER
88481220700014,LES BELLES-FRANGINES
92194929300028,LES PANIERS DE RACHEL
97828039400013,CIDRERIE OSMIA
33129145000012,GAEC LA CROIX BLANCHE
81976464800013,PARFUMS D'EPICES
90099098700019,CIDRERIE HIC
91328511000015,LVT LEVANTHYM
90025087900021,ECAILLES ET COMPAGNIE
53268181400010,TREM'LAIT
50177098600039,ABC DU BIO
45313102100017,ACTIFRAIS
30457621800768,AFEJI LEGUMERIE DU LITTORAL
41370931200016,ANDRE CAPANNI
89453029400012,ARBIODYN
91126724300010,ARBIODYN MONCENOT
77562406700291,ASRL ATELIERS DU TERNOIS
40160115800140,ASSOCIATION PRELUDE
40262787100054,ASSOCIATION REGIE URBAINE
80013247400050,AU JARDIN DES BENS
79175054000019,AURELIEN THIBAUX
93645011300035,AUSSERT ETS
83295107300010,AUVERGNE PRIMEURS
33493002100020,AUX 4 SAISONS
30635009100030,AUX PRIMEURS DES VOSGES
44199957000019,AUX QUATRE SAISONS DE F & B
50382564800010,AUX SAVEURS DU QUERCY
42702029200020,"AVALLON PRIMEURS, FLEURS ET PLAN"
83866940600012,BARQUETTE ET COMPAGNIE
49312383000017,BARRAL PRIMEUR
51404043500067,BENEVISE-RUBINO
81485374300015,BIO ALPILLES
82362943100011,BIO PRIMEUR
50093180300018,BIO-RENNES
79131355400010,BLR DISTRIBUTION
33491225000027,BOULET SARL
31206861200018,BOURGOGNE PRIMEURS
85216421900010,BRO AN TREOU LEON
38324791300023,BRUNO DUPARD
30503654300018,CANAVESE SA
52902670000078,CANAVESE SUD OUEST
84462536800015,CARAIBES BIO
43391243300037,CAT
82098380700018,CHEZ ALICE
38771796000042,CHEZ LUCETTE ET FILS
82183939600016,CHEZ STEPHANE BRAM (SPAR)
48904070900011,COM 3 POM
90291946300015,COOALLIANCE
82822010300018,COOP DES PROD DE F /L DE GUYANE
83382807200011,COURTILS CARACOLES
45331171400019,CRUDIFRAIS
39486147000026,CUEILLETTE DE ST AUBIN
82440671400017,DALINETTE ET COMPAGNIE
44504777200014,DANIEL VILLE ET FILS
38943872200024,DAUMESNIL PRIMEURS
44975609700035,DC PLATEFORME
50422778600010,DES DELICES
30925717800082,DEVAUD
44776445700027,DOMAINE DE LA TRESOREE
81087987400016,DU MIN A LASSIETTE
38824219000014,EARL DE GUILHENGUY
39515201000017,EARL DE MONTEMAFROY
50335655200011,EARL GARDEZIS
75181537400036,EARL JEM
40115806800015,EARL KER ENROCHELLE
39286429400013,EARL LE JUGE
37863733400012,EARL LES VERGERS DU BOSQUET
49155049700011,EARL MALBREL JP
52352870100015,EARL MAXIME NOEL
92135444500014,EARL MONPLAISIR
33865843800019,EARL NINOU'N'CO
84942610100010,ECIR FILS FRUITS ET LEGUMES
66202519662830,ELRES/ELIOR
48873142300015,EMMANUEL DUMAS
82008087700013,EN DIRECT DE NOS FERMES
82279029100014,ENFIN BIO
81904066800017,ENTREPRISE LEDRU
19820559300041,EPLEFPA TARN ET GARONNE
45315961800017,ERICK MERMET
39294652100011,ESTIVIN-PRIMEURS DE LOIRE
39919047900010,ETABLISSEMENT BOUNAUDET & FILS
37595019300017,ETABLISSEMENTS COTAUFRUITS
60205286200011,ETABLISSEMENTS F.REBIFFE
32971383800020,ETS ANDRE KOTHE ET FILS
31290691000012,ETS MARCEL DUVILLARD ET FILS
45202362500018,EURL CARA AGRICULTURE
19850144700066,EXPLOIT AGRICOLE LYCEE NATURE
19290341700074,EXPLOITATION AGRICOLE MORLAIX
92205715300012,FERME DE KERVEURZIN
88194200700017,FERME DES 3 VERGERS
81922880000010,FERME DES 4 SAISONS
51196784600011,FERME D ESCURES
89503193800015,FERRAIRONI
87927613700012,F ET L TERROIR EN HTE VALLEE AUD
79387235900013,FLORY BRES PLANTATION
32125297500016,FORNS & FILS
43392733200604,TRANSGOURMET - RHONE
83853334700012,FRAICHEUR DE LILET
39763005400047,FREDERIC AMPILHAC
85169062800017,FRUIT FRIENDS
80892751100010,FRUITS ET LEGUMES SCHOTT
43274694900028,GAEC BESLIN
89081302500016,GAEC LE JARDIN DES FEDES
85021277000018,GAEC NATURALOZ
31468207100027,GAUTHIER-GIRARD
32062471100059,GAVIGNAUD MAREE SERVICE
50160932500011,GIRONDIN PRIMEUR
31602557600026,GOETZ SA
84437136900019,GOULENE MARAICHAGE
44915023400010,GRAND FRUIT DISTRIBUTION
31211059600011,GRANVILFRUITS
50052644700015,GROUPEMENT DACHATS PRIMEURS
83123923100010,HALLE BIO DAQUITAINE
40150316400063,HEINTZ PRIMEURS
34416466000013,HENRI BROUSSE
81460670300019,HERVE LEMAITRE
41466901000020,INTERMARCHE
34513306000037,ISA ENTRAIDE
31042784400025,JACQUES MARCO ET FILS
31927959200053,JANY FRUITS
44068848900010,JARDILOUIT
42338817200029,JARDINS DES GORGES DE LAVEYRON
47978624600013,JEANNICK POTHIN
42386374500067,JOB 86 JARD INSOLITE
40213321900012,JOSEPH MAILLOT
84200760100011,KAPGREEN
37825232400041,KIWICULTEURS DU SUD OUEST
85332563700025,LABELLAGRO 973
49413387900028,LA CAGETTE BIOLOGIQUE
84125035000011,LA CLE DES CHAMPS
51752269400010,LA COURTE ECHELLE
51453538400028,LA CROCCINELLE DE LA RISLE
89277889500011,LA FERME AUX LIBELLULES
90325643600010,LA FERME D ELLES
53305002700028,LA FERME DU B
79973976800015,LA FERME DU PANIER VERT
83265095600010,LA FERME DU ROI
53030857600020,LA GRANGE BIO
87852883500019,LA LEGUMERIE CONSERVERIE SOLIDAI
85129616000019,LA MAIN VERTE
85312465900014,L ARBRE A LEGUMES
42285204600024,LE BIAU POTAGER
48267485000029,LE JARDIN DARNAUD
44239602400022,LE JARDIN DES ALPILLES
84458806100011,LE JARDIN DE TIKELIO
90831483400015,"LE LOCAL, FOURNISSEUR DES SAVEUR"
52461280100026,LE LUBERON PAYSAN DU PAYS DAPT
52157223000014,LE MARCHE DU CAROUX
82942782200020,LE PEPIN VOYAGEUR
42326451400021,LE PETIT MARCHE
79914483700017,L EPICERIE DE MONTALBAN
52996505500013,LE PIC-VERT
81798230900020,LE POTAGER DE KERGISTALEN
89844867500014,LE RUISSEAU COOPERATIVE
83405669900012,LES BAIES D ELIE
83942866100038,LES FERRAGES DE CHATEAUNEUF
43132148800014,LES FRUITS DU CAMPREDON
42024363600016,LES GRANDES TERRES
33837032300127,LES JARDINS DE LALANDELLE
33837032300119,LES JARDINS DE LALANDELLE
82919268100015,LES JARDINS DE SOLENE
81040436800013,LES NIGLOS
89192576000011,LES PANIERS DE DIDIER
31493735000028,LES PRIMEURS DE LA CHAMPAGNE
30415419800044,LES PRODUCTEURS DE LEGUMES DE FR
38830583100025,LES VERGERS DE L AUMAILLERIE
49903919600013,LES VERGERS DE L ETANG
83387128800019,LES VERGERS DE MON PTIT BONHOMM
84374911000014,LES VERGERS DE SELLIERES
92178541600014,LES VIVRES BIO
82053350300018,LE VERGER DES ROCHES
81159922400029,LITTORAL PRIMEURS
88401217000020,LOBAMAS
75348815400034,LOCHALLE BIO
82455632800014,LURRA
43392733200786,TRANSGOURMET - STRASBOURG
87955737900010,MALLEUS
78514389200046,MARTIAL DUVAL
38464605500028,MAS D AUSSAN
40025720000016,MAS PRIMEURS
88897750100012,MATHIEU GERMAIN
80874241500025,MATHIEU LENOIR
31238079300025,MAURICE CHARRAIRE
48214874900021,MICHEL PRIMEURS
51344937100030,MIDI CARAIBES GUYANE
81163808900011,MON PRIMEUR
87708053100024,LE SAINT - ARMOR FRUITS
35322466000053,MUTIN PRIMEURS
94764495100016,MYRIAM CARON
52329648100030,NANTES FRAIS
88184376700016,NATHALIE HILAIRE
44899806200021,NICOLAS BOSSERELLE
48520916700033,NICOLAS BOUTON
48046636600014,NICOLAS PIQUET
43415925700048,OGRE DES SAISONS
52901252800038,OPLUSPRES
90177418200017,OPLUSPRES
42381036500068,OPTIM ISM
90861290600044,OTANTIK
90861290600028,OTANTIK
90861290600036,OTANTIK
44288809500019,PALLADIUM
39767815200034,PASCAL BARRAS
92017151900019,PAYSANS CHARENTE BIO
79123907200022,PAYSEN BIO
88172715000016,PIMELILA
34472232700014,POIDVIN PRIMEURS
51772094200013,PRESTO BIO
43940337900019,PRIMSERVICES S.A.S
88042813100010,PRODLOC BIO
84754528200018,PRODUCTEURS D OCCITANIE
49535837600012,PROXI ENVIRO.COOP
88292386500019,PROXI SUPER
42819917800024,QUALITY FRUITS
51899524600015,RABOU
49785883700022,RB PROVAR
39243557400042,REGAIN
38796029700019,REMY FORTUNE
44030574600024,REUNION FRUITS ET LEGUMES
47998295100010,RIGAL
82169874300019,RIVIERE FRUITS
31159518500019,ROSELLO ET FILS
79501615300038,RRR BAAKOTO
87758999400012,RUN DEKOUP
38514116300019,SAINT-FLOUR PRIMEURS
75223420300012,SALSES ALIMENTATION
90782079900019,SAMUEL VERDIER
35066294600051,LE SAINT - AUNIS FRUITS
43705015600037,LE SAINT - BOURGUIGNON FRUITS ET LÉGUMES
35368693400079,LE SAINT - CAP MARÉE
33812669100090,VIVALYA - CLEDOR PRIMEURS SERVICES
45186153800028,SARL BAILLE-BARRELLE
88004733700014,SARL DE LA FERME DE GROHAN
35293850000027,SARL DUBOCAVE
51239376000032,SARL EPICERIE AUX QUATRE SAISONS
92246337700015,SARL FIOL
42494375100018,SARL LAURENS
43855040200046,"SARL ""LES VERGERS LYONNAIS"""
34907901200010,SARL MIDI PRIM
35302694100024,SARL PODER
38229726500011,SARL VILLAGE 47
82326557400017,SAS DAMIEN TELLIER
39307827400023,SAVOIES PRIMEURS
51363406300012,SCEA DU DOMAINE DES CHEMINIERES
32963209500017,SCEA GILBERT ESPENON
89844315500012,SCEA LA FRERME
81322474800026,S ET R
42323400400046,SICA BIO PAYS LANDAIS
25330618700035,SIVU BORDEAUX MERIGNAC
49496055200011,SMB-FL
34328155600021,SOCIETE FRUITS PRIMEURS BONNEFOY
50942923900056,SOCIETE NOUVELLE ABEIL
70201625400071,SOC PARISIENNE EXPORT IMPORT REP
81255912800028,SOL AGRUMS
81300121100016,SPALEMI
88794260500015,SPAR
39180583500033,STE CHAMPENOISE DE FRUITS ET LEG
81104780200012,STE D EXP DES ETS BOFRUIT
44444805400023,SUSSMANN - FDC DISTRIBUTION
82879277000012,TERRA ALTER EST
82857819500020,TERRA ALTER GASCOGNE
84409180100010,TERRA ALTER PAYS DOC
38909633000029,TERRE DE POMMES
84404904900019,TERRE ET DER
82017506500011,THOMAS DAVID
40984808200015,THOMAS MAGNANI
32618277100047,TILATTI AGEN
43392733200646,TRANSGOURMET OPERATIONS - ROUEN CEDEX
84754499600014,UPROBIO DISTRIBUTION
83504321700016,UTILE
38275764900027,VEGAFRUITS
44296616400018,VERGER DE BEAUNAY
97862866700013,YMMI
47718101002816,API RESTAURATION
88119233000010,ARTISAN FROMAGER DU NORD
88254517100010,AUX BREBIS DELICES
88371676300015,AUX DOUCEURS LAITIERES
79027558000013,AUX PICHARROTS
88176038300029,BIO ET LO
49783183400021,BIOTERROIR
32228451400070,CASH SERVICE
92126564100016,CEREMIIS
37806090900017,VIVALYA - DORINA SUD
41037772500016,CO EXPL SCHMIDT ET HAUN
33468933800062,FRANCE FRAIS - DIS-FRAIS SOURDEVAL
32097588100147,LE SAINT - ESTIVEAU - LSVLOT
30021990400327,DISTRISUD NARBONNE
30021990400269,DISTRISUD SEVERAC DAVEYRON
30021990400194,DISTRISUD LES PENNES-MIRABEAU
30021990400335,DISTRISUD PERNES-LES-FONTAINES
30100913000040,DISTRISUD - IDEELICE
96220158800085,DOMAFRAIS
40918563400014,EARL BEAURAIN
39326202700013,EARL BEUZELIN
45273277900015,EARL DES FORGES
32650629200019,EARL DU BON ACCUEIL
40120701400010,EARL DU VERN
49526556300017,EARL FERME DE LA FAYAUDRIE
78880564600015,EARL IDIARTIA ETXALDEA
80150014100016,EARL LA BOITE A FROMAGE
42458805100013,EARL LA FERME DES AYGUEES
44166975100014,EARL LA FERME DES JAROUILLES
39523076600010,EARL LEDUC FROMAGERIE D ISA
43411542400013,EARL LES COTEAUX DE LOIRE
49064081000019,EARL MARGUERITE
50960467400010,EMMANUEL REROLLE
82937949400018,ERIKA TRIPIER
38480956200034,LE SAINT - FOISSIER
53181652800016,ESTEVE GIGAN
73182005600075,VIVALYA - FORNEL FRERES
34067787100022,ETABLISSEMENT BEILLEVAIRE
30612717600056,EURO FROMAGE
19761315100160,EXPLOIT AGRICOLE DU PAYS DE BRAY
75383702000027,FAIREFRANCE
85780153400051,LE SAINT - FRUIDIS
82981698200013,FERME BATISSE
92224781200014,FERME BELARDIA
53001936300015,FERME DE BELCHAMP
39423956000011,FERME DE KERDESTAN
40993903000014,FERME DE LA CLEMENDIERE
39244628200015,FERME DE LA HAULE
32996880400024,FERME DE LA HAUTE FOLIE
84220124600019,FERME DE LAIRVAUDAIS
81108006800018,FERME DE LA NOE
37775624200014,FERME DE PROUZIC
89494267100013,FERME DE VERVY
48885629500024,LE FIEF DES BOIS DORES
75379466800032,FERME DU CAUSSE
89139503000010,FERME DU HAUT FOREZ
52201433100014,FERME GALMICHE
47963021200013,FERME OHETA
83390339600012,FERME VIGNEAUX
33358514900086,FRANCE FRAIS AUVERGNE
82259542700011,FROMAGERIE ARTISANALE LA BRUYERE
39781575400221,FROMAGERIE DE LA COOP
41402978500022,FROMAGERIE DE LA LEMANCE
52396631500021,FROMAGERIE LEMARIE
87970464100015,FROMAGERIE LES 3 SOURCES
94572029000010,FROMAGERIE REO
38218463800015,FROM DU BUISSON BLAN
33831321600016,GAEC DE GORREQUER LA LEDANAISE
32417855700017,GAEC DE LA FERME DU MOULIN
39865289100019,GAEC DE LA FLUME
49331661600017,GAEC DE LA LANGOUETTE
41079796300015,GAEC DE LA SEOUNE
33890399000012,GAEC DE LA TREBISIERE
41206900700018,GAEC DE LA VALLEE
79264625900012,GAEC DES 3 VALLEES
40145780900010,GAEC DES COLLINES DU MIDI
51876512800013,GAEC DES FLOTS BLANCS
50383921900014,GAEC DES GARRIGUES
33497818600016,GAEC DES GRANDS PRES
38175380500013,GAEC DES MARRONNIERS
38352255400013,GAEC DU BOUVIALE
41845293400015,GAEC DU HAUT DU FOREZ
82254171000015,GAEC DU SOUSTROBE
50933485000013,GAEC FERME DE JOANNON
43344519400023,GAEC FERME DE LA FUTAIE
79371854500015,GAEC FERME DU MEZANEAU
83336842600015,GAEC FERME DU PERRIERS
88055229400014,GAEC LA BERGERIE DES ARBOLETS
38481678100015,GAEC LABREVEUX
50322710000016,GAEC LA COURTILLE FERME COLAS
41386216000020,GAEC LA FERME DU JARRY
37844494700014,GAEC LE COLOMBIER DE NERMOUX
42061150100016,GAEC LE PIS QUI CHANTE
34465014800010,GAEC LE PRE JOLY
34883494600017,GAEC L EXCLANCIDE
82745233500017,GAEC LHERBE AUTREMENT
31716980300010,GAEC RECONNU LA TAPY
82902019700010,GAEC RENARD
32533027200015,GAEC RODARY
30578592500127,GUILMOT-GAUDAIS
30578592500143,GUILMOT-GAUDAIS
19251202800031,HTLA
39973215500011,HYPERCACHER SARCELLES
45279264100022,ID SERVICES
80759648100018,INVITATION A LA FERME
47892700700011,ISATIS
48280806000016,KIMERC H
84387420700015,LA BERGERIE DU BRANDAIS
58080235300038,LE SAINT - GARONNE FRUITS (GFCAS)
75061485100012,LA FERME DE BRIOLA
49223888600039,LA FERME DE CANDE
83156824100010,LA FERME DE GRAND LIEU
81887658300019,LA FERME DE KERDUDAL
88748683500010,LA FERME DE KERVENNOU
83767130400017,LA FERME DE LORANGERIE
41379025400010,LA FERME DES COTEAUX
49245772600015,LA FERME DES DOUCES PRAIRIES
90376640000019,LA FERME DES PTITS KORRIGANS
42346148200014,LA FERME DE TRAON BIHAN
89837333700010,LA FERME DE VIGNOLLES
38352255400021,LA FERME DU CEOR
51046007400022,LAIT 59
49436632100029,LAIT BIO MAINE
79506908700018,LAITERIE BRIN D'HERBE
38662019900011,LAITERIE CARRIER
84195966100015,LA MAMELLERIE
40078721400016,LA TOME DE RAMIER
41452354800033,LAVARENNE SARL
80998196200016,LB 12
19390812600017,LEGTA DE POLIGNY ENILBIO
84027754500017,LES CABRIOLES DE BALAJOU
30631047500091,LES DELICES DE L OUEST
63732026800062,LE SAINT
32097588100089,LE SAINT - LSVLOT (C.B.S.)
80185797000017,MADAME VACHE
34275378700015,MAISON MARIS
42256081300012,MARIE-AGNES DELHOMENEDE
80204030300017,MARIE BRICE
88486943900015,MENEZ AR SAOUT BIHAN
